accuracy,precision,recall,f1_score,model,training_time,prediction_time,best_validation_score,best_params
0.98,0.9539473684210527,0.9456521739130435,0.9497816593886463,SVM,7.685887899948284,0.5170408000703901,0.9424173713538281,"{""C"": 2.5378155082656657, ""gamma"": 0.013311216080736894}"
0.9782608695652174,0.9555555555555556,0.9347826086956522,0.945054945054945,Random Forest,1.8479069001041353,0.03910290007479489,0.9267666072060026,"{""n_estimators"": 250, ""max_depth"": 40, ""min_samples_split"": 8, ""min_samples_leaf"": 3}"
0.9752173913043478,0.9675174013921114,0.9065217391304348,0.936026936026936,XGBoost,1.6653364999219775,0.002199100097641349,0.9292328372351109,"{""n_estimators"": 225, ""max_depth"": 10, ""learning_rate"": 0.1205712628744377, ""subsample"": 0.8394633936788146, ""colsample_bytree"": 0.6624074561769746, ""reg_lambda"": 0.004207053950287938}"
0.9747826086956521,0.969626168224299,0.9021739130434783,0.9346846846846847,Deep Neural Network,4.242018099874258,0.12204869999550283,0.9303621169916435,"{""units1"": 256, ""units2"": 160, ""dropout"": 0.2727780074568463, ""learning_rate"": 0.0003124565071260876, ""batch_size"": 32, ""epochs"": 38}"
0.9682608695652174,0.9234135667396062,0.9173913043478261,0.920392584514722,MLP,5.715738399885595,0.002189100021496415,0.9295667037794747,"{""hidden_layer_sizes"": [256, 128], ""alpha"": 1.6736010167825783e-05, ""learning_rate_init"": 0.009413993046829943}"
